group,mean_off,mean_on,mean_change,rms_off,rms_on,rms_change,integral_off,integral_on,integral_change
hip_flexors,0.5226099314125091,0.5230723693099523,0.0884862436871954,0.5372940644458541,0.5364582875807827,-0.15555296817458872,2.202444300891541,2.203144798883841,0.03180548048440669
hip_extensors,0.491562322084289,0.46046826742562763,-6.325556956200081,0.504199228814147,0.4749106541553441,-5.808928888623703,2.0723503559583474,1.9396681679072867,-6.402497901456558
hip_abductors,0.2713631024262798,0.292950827827247,7.955291345046389,0.28847609757340476,0.31535147949340797,9.316328855691273,1.1360871620525137,1.2304747309376243,8.308127407635265
hip_adductors,0.3775557359234029,0.38396127735353003,1.696581675407693,0.3861629387813877,0.3922377139397135,1.573111903875593,1.590042864624933,1.6166856957318885,1.6756045827255213
knee_extensors,0.8746309096423261,0.8856679704853054,1.2619106781273954,0.8899395482809892,0.9060277779412306,1.8077890449207994,3.6775696963192828,3.724290498443716,1.2704260145278545
knee_flexors,0.24642863320223252,0.1896651991646534,-23.034431226583965,0.3935157637238864,0.32186634313119533,-18.207509634344532,1.0416603454050624,0.8013581794684359,-23.06914792299039
ankle_plantarflexors,0.517084728560936,0.44246489841598247,-14.430871001087775,0.559722178245231,0.4964357922421699,-11.306749752434042,2.186764037853003,1.8705436314594175,-14.46065514704803
ankle_dorsiflexors,0.4620009358694179,0.4785609643480944,3.5844144877137545,0.5766431608781468,0.5823569362624675,0.9908684905964095,1.9307919978910115,2.000888073326113,3.630431217431335
other,0.4531009168381535,0.4408640883952313,-2.7006849883054187,0.46520649861981783,0.4537711032272086,-2.4581332003176986,1.9079098524158233,1.854384466450672,-2.805446279203224
